the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Furn_Code,Address,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.95589856114972 40.818591720828955),1,Manhattan,109,7,70,31,13,MN0342AB,BETWEEN W 132 ST & W 133 ST,40.8186,-73.9559,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95279856264843 40.81789172158636),1,Manhattan,109,9,70,31,13,MN0805AB,BETWEEN W 133 ST & W 134 ST,40.8179,-73.9528,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93799856683862 40.81239172162664),1,Manhattan,110,9,70,30,13,MN0305AB,BETWEEN W 135 ST & E 134 ST,40.8124,-73.938,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94408256514402 40.815107721661505),1,Manhattan,110,9,70,30,13,MN0315AB,BETWEEN W 135 ST & W 134 ST,40.815116,-73.944084,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94132356615656 40.81371972165618),1,Manhattan,110,9,70,30,13,MN01332AB,BETWEEN W 135 ST & W 134 ST,40.813728,-73.941325,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95551356142936 40.81982772047768),1,Manhattan,109,7,70,31,13,MN01353AB,BETWEEN W 135 ST & W 134 ST,40.819836,-73.955515,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94331056567846 40.81551472147094),1,Manhattan,110,9,70,30,13,MN0316AB,BETWEEN W 135 ST & W 136 ST,40.815523,-73.943312,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94625056374345 40.81669572113975),1,Manhattan,110,9,70,30,13,MN01350AB,BETWEEN W 135 ST & W 136 ST,40.816704,-73.946252,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94021356691002 40.815229721186846),1,Manhattan,110,9,70,30,13,MN01331AB,BETWEEN W 137 ST & W 136 ST,40.815238,-73.940215,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95398356181157 40.8219317202417),1,Manhattan,109,7,70,31,13,MN01354AB,BETWEEN W 138 ST & W 137 ST,40.82194,-73.953985,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94264856583159 40.81707172078718),1,Manhattan,110,9,70,30,13,MN01355AB,BETWEEN W 138 ST & W 137 ST,40.81708,-73.94265,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.95056356307377 40.82100072071281),1,Manhattan,109,9,70,31,13,MN0279AB,BETWEEN W 138 ST & W 139 ST,40.821009,-73.950565,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9361255679767 40.81501072072893),1,Manhattan,110,9,70,30,13,MN0825AB,BETWEEN W 139 ST & W 138 ST,40.815019,-73.936127,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3
POINT (-73.93933056643272 40.81645972076341),1,Manhattan,110,9,70,30,13,MN01325AB,BETWEEN W 139 ST & W 138 ST,40.816468,-73.939332,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94647856426849 40.82008972076246),1,Manhattan,110,9,70,30,13,MN01217AB,BETWEEN W 139 ST & W 140 ST,40.820098,-73.94648,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94149956520981 40.818017720585466),1,Manhattan,110,9,70,30,13,MN01303AB,BETWEEN W 139 ST & W 140 ST,40.818026,-73.941501,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95308456168723 40.823134720503994),1,Manhattan,109,7,70,31,13,MN0339AB,BETWEEN W 140 ST & W 139 ST,40.823143,-73.953086,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9463145646096 40.82106271996301),1,Manhattan,109,9,70,30,13,MN01274AB,BETWEEN W 141 ST & W 140 ST,40.821071,-73.946316,Manhattanville-West Harlem,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9519655615594 40.82404471964339),1,Manhattan,109,7,70,30,13,MN0337AB,BETWEEN W 141 ST & W 142 ST,40.824053,-73.951967,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94081856607247 40.81959172033385),1,Manhattan,110,9,70,30,13,MN01304AB,BETWEEN W 142 ST & W 141 ST,40.8196,-73.94082,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94883256253925 40.823764719891344),1,Manhattan,109,7,71,30,13,MN0280AB,BETWEEN W 143 ST & W 142 ST,40.823773,-73.948834,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94825956303258 40.82412072017181),1,Manhattan,109,7,71,31,13,MN01227AB,BETWEEN W 143 ST & W 144 ST,40.824129,-73.948261,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9479105635096 40.82501571974226),1,Manhattan,109,7,71,31,13,MN0281AB,BETWEEN W 145 ST & W 144 ST,40.825024,-73.947912,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93946356580592 40.82143272023587),1,Manhattan,110,9,71,30,13,MN0313AB,BETWEEN W 145 ST & W 144 ST,40.821441,-73.939465,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9365945675954 40.82019872029528),1,Manhattan,110,9,71,30,13,MN01296AB,BETWEEN W 145 ST & W 144 ST,40.820207,-73.936596,Harlem (North),X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.94727656352492 40.82550571906744),1,Manhattan,109,7,71,30,13,MN0282AB,BETWEEN W 145 ST & W 146 ST,40.825514,-73.947278,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95003556231704 40.82669171950293),1,Manhattan,109,7,71,31,13,MN0335AB,BETWEEN W 145 ST & W 146 ST,40.8267,-73.950037,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94161056532542 40.823060719522076),1,Manhattan,110,9,71,30,13,MN01349AB,BETWEEN W 145 ST & W 146 ST,40.823069,-73.941612,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95049256222926 40.82670271894595),1,Manhattan,109,7,71,30,13,MN01053AB,BETWEEN W 146 ST & W 145 ST,40.826711,-73.950494,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9378055668407 40.823081719711105),1,Manhattan,110,9,71,30,13,MN01261AB,BETWEEN W 147 ST & W 148 ST,40.82309,-73.937807,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.9379895662597 40.82343071958022),1,Manhattan,110,9,71,30,13,MN01260AB,BETWEEN W 148 ST & W 147 ST,40.823439,-73.937991,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93689856683697 40.824291719511464),1,Manhattan,110,9,71,30,13,MN01269AB,BETWEEN W 149 ST & W 150 ST,40.8243,-73.9369,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.94825656294579 40.82912371919844),1,Manhattan,109,7,71,30,13,MN01310AB,BETWEEN W 149 ST & W 150 ST,40.829132,-73.948258,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94279856514171 40.82749171937265),1,Manhattan,109,9,71,30,13,MN0295AB,BETWEEN W 151 ST & W 150 ST,40.8275,-73.9428,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94619856379965 40.83259171842472),1,Manhattan,109,7,71,31,13,MN0334AB,BETWEEN W 155 ST & W 153 ST,40.8326,-73.9462,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93755756630262 40.828995718273745),1,Manhattan,110,9,71,30,13,MN0814AB,BETWEEN W 155 ST & W 154 ST,40.829004,-73.937559,Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9428045639423 40.83199571821056),1,Manhattan,112,7,71,31,13,MN0284AB,BETWEEN W 156 ST & W 155 ST,40.832004,-73.942806,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9445425632226 40.83419771771653),1,Manhattan,112,7,71,31,13,MN01001AB,BETWEEN W 157 ST & W 158 ST,40.834206,-73.944544,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93987256505059 40.83248871816793),1,Manhattan,112,7,71,30,13,MN0925AB,BETWEEN W 158 ST & W 155 ST,40.832497,-73.939874,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94049856489958 40.83069171840807),1,Manhattan,112,7,71,30,13,MN01428AB,BETWEEN W 158 ST & W 155 ST,40.8307,-73.9405,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9455985628826 40.834591717743024),1,Manhattan,112,7,71,31,13,MN01049AB,BETWEEN W 158 ST & W 157 ST,40.8346,-73.9456,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94189856441844 40.83329171814575),1,Manhattan,112,7,71,31,13,MN01239AB,BETWEEN W 158 ST & W 157 ST,40.8333,-73.9419,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94359856401087 40.83549171764977),1,Manhattan,112,7,71,31,13,MN01238AB,BETWEEN W 159 ST & W 160 ST,40.8355,-73.9436,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94017856467869 40.8351817175015),1,Manhattan,112,10,71,31,13,MN01301AB,BETWEEN W 160 ST & W 161 ST,40.83519,-73.94018,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94386856342304 40.83576971753184),1,Manhattan,112,7,71,31,13,MN01043AB,BETWEEN W 160TH & FT. WASHINGT,40.835778,-73.94387,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9402425647649 40.83551671739466),1,Manhattan,112,7,71,31,13,MN0285AB,BETWEEN W 161 ST & W 162 ST,40.835525,-73.940244,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94419856362896 40.83749171661061),1,Manhattan,112,7,71,31,13,MN0910AB,BETWEEN W 162ND & W 161ST,40.8375,-73.9442,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94295156426001 40.837031716924216),1,Manhattan,112,7,71,31,13,MN01010AB,BETWEEN W 162ND & W 161ST,40.83704,-73.942953,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93779856646024 40.83509171747965),1,Manhattan,112,10,72,30,13,MN0907AB,BETWEEN W 163 ST & W 162 ST,40.8351,-73.9378,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92959856854974 40.83269171712591),2,Bronx,204,8,84,29,15,BX03331AB,BETWEEN W 164 ST & W 163 ST,40.8327,-73.9296,Highbridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93722256622824 40.836266716816084),1,Manhattan,112,10,72,31,13,MN01246AB,BETWEEN W 164 ST & W 163 ST,40.836275,-73.937224,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9420555646579 40.83825371669282),1,Manhattan,112,7,71,31,13,MN01112AB,BETWEEN W 164TH & W 163RD,40.838262,-73.942057,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92869856835095 40.83429171669275),2,Bronx,204,8,84,29,15,BX03354AB,BETWEEN W 165 ST & W 164 ST,40.8343,-73.9287,Highbridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94325156336514 40.83995471692794),1,Manhattan,112,7,71,31,13,MN0293AB,BETWEEN W 165TH & W 164TH,40.839963,-73.943253,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9280985692178 40.83549171662597),2,Bronx,204,8,84,29,15,BX03355AB,BETWEEN W 166 ST & W 165 ST,40.8355,-73.9281,Highbridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94009756455311 40.84028271613086),1,Manhattan,112,10,72,31,13,MN0332AB,BETWEEN W 166TH & W 167TH,40.840291,-73.940099,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92639856932995 40.83829171649561),2,Bronx,204,16,77,29,15,BX03346AB,BETWEEN W 168 ST & W 167 ST,40.8383,-73.9264,Highbridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94210356388534 40.842330715577056),1,Manhattan,112,10,71,31,13,MN01408AB,BETWEEN W 168TH & W 169TH,40.842339,-73.942105,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93980056444263 40.84123071614009),1,Manhattan,112,10,71,31,13,MN01110AB,BETWEEN W 169TH & W 168TH,40.841239,-73.939802,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98512656601362 40.576664769962896),3,Brooklyn,313,47,46,23,8,BR02241AB,BETWEEN W 17 ST & W 19 ST,40.576673,-73.985128,Coney Island-Sea Gate,AE,,1
POINT (-73.93537456655591 40.8417787162197),1,Manhattan,112,10,72,31,13,MN01108AB,BETWEEN W 171 ST & W 172 ST,40.841787,-73.935376,Highbridge Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9393625648565 40.84265471567659),1,Manhattan,112,10,71,31,13,MN01221AB,BETWEEN W 171ST & W 170TH,40.842663,-73.939364,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9390145654047 40.843436715718546),1,Manhattan,112,10,71,31,13,MN01020AB,BETWEEN W 171ST & W 172ND,40.843445,-73.939016,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94087556428232 40.84426171572519),1,Manhattan,112,10,71,31,13,MN01119AB,BETWEEN W 171ST & W 172ND,40.84427,-73.940877,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93539556638837 40.842139715885764),1,Manhattan,112,10,72,31,13,MN01031AB,BETWEEN W 172 ST & W 171 ST,40.842148,-73.935397,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9409985640854 40.84439171530908),1,Manhattan,112,10,71,31,13,MN0911AB,BETWEEN W 172ND & W 171ST,40.8444,-73.941,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93920456445863 40.84373271527952),1,Manhattan,112,10,71,31,13,MN01120AB,BETWEEN W 172ND & W 171ST,40.843741,-73.939206,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94037156397874 40.84596671561559),1,Manhattan,112,10,71,31,13,MN0291AB,BETWEEN W 174TH ST & W 173RD S,40.845975,-73.940373,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92059857043147 40.84709171401124),2,Bronx,205,14,77,29,15,BX03233AB,BETWEEN W 175 AV & W 174 ST,40.8471,-73.9206,University Heights (South)-Morris Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93983756419752 40.84680271487879),1,Manhattan,112,10,71,31,13,MN0890AB,BETWEEN W 175TH & W 176TH,40.846811,-73.939839,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93264656675248 40.84591771463273),1,Manhattan,112,10,72,31,13,MN0930AB,BETWEEN W 178TH & W 177TH,40.845926,-73.932648,Washington Heights (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93574156607002 40.84996371428637),1,Manhattan,112,10,72,31,13,MN0330AB,BETWEEN W 180TH & W 181ST,40.849972,-73.935743,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93058656759051 40.848328714476715),1,Manhattan,112,10,72,31,13,MN01369AB,BETWEEN W 181ST & LAUREL HILL,40.848337,-73.930588,Highbridge Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93849856461797 40.85069171407971),1,Manhattan,112,10,71,31,13,MN0290AB,BETWEEN W 181ST & W 180TH,40.8507,-73.9385,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93401956633296 40.84913071463437),1,Manhattan,112,10,72,31,13,MN0294AB,BETWEEN W 181ST & W 180TH,40.849139,-73.934021,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93604756528482 40.84998771404842),1,Manhattan,112,10,71,31,13,MN0331AB,BETWEEN W 181ST & W 180TH,40.849996,-73.936049,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93807256451727 40.851144714490815),1,Manhattan,112,10,71,31,13,MN0289AB,BETWEEN W 181ST & W 183RD,40.851153,-73.938074,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93091056694408 40.84829571413697),1,Manhattan,112,10,72,31,13,MN0287AB,BETWEEN W 182ND & W 181ST,40.848304,-73.930912,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9376985643531 40.852391713832716),1,Manhattan,112,10,71,31,13,MN01187AB,BETWEEN W 183RD & W 184TH,40.8524,-73.9377,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9346605659794 40.85256871411286),1,Manhattan,112,10,72,31,13,MN9038AB,BETWEEN W 185TH & W 184TH,40.852577,-73.934662,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93727156536994 40.853579713317046),1,Manhattan,112,10,71,31,13,MN01147AB,BETWEEN W 185TH & W 189TH,40.853588,-73.937273,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93706856438402 40.854881713100255),1,Manhattan,112,10,71,31,13,MN9013AB,BETWEEN W 187TH & W 185TH,40.85489,-73.93707,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93396856643572 40.8539417136031),1,Manhattan,112,10,71,31,13,MN0894AB,BETWEEN W 187TH & W 186TH,40.85395,-73.93397,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93346956557838 40.85439871349669),1,Manhattan,112,10,72,31,13,MN9031AB,BETWEEN W 187TH & W 189TH,40.854407,-73.933471,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92797456748167 40.85230871390711),1,Manhattan,112,10,72,31,13,MN0900AB,BETWEEN W 188TH & W 187TH,40.852317,-73.927976,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93349856566171 40.85509171311856),1,Manhattan,112,10,72,31,13,MN01109AB,BETWEEN W 189TH & W 187TH,40.8551,-73.9335,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93309456664865 40.855573713231486),1,Manhattan,112,10,72,31,13,MN01186AB,BETWEEN W 189TH & W 190TH,40.855582,-73.933096,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00569654950321 40.74539973738821),1,Manhattan,104,3,75,27,10,MN0666AB,BETWEEN W 19 ST & W 20 ST,40.745408,-74.005698,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.93533156496946 40.85731571250015),1,Manhattan,112,10,71,31,13,MN01302AB,BETWEEN W 190TH & CABRINI BLVD,40.857324,-73.935333,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93589856570003 40.856791712746286),1,Manhattan,112,10,71,31,13,MN0288AB,BETWEEN W 190TH & W 189TH,40.8568,-73.9359,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92995656700461 40.854688712958946),1,Manhattan,112,10,72,31,13,MN01000AB,BETWEEN W 190TH & W 189TH,40.854697,-73.929958,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93159856624324 40.85849171220146),1,Manhattan,112,10,72,31,13,MN01118AB,BETWEEN W 193RD & HILLSIDE AVE,40.8585,-73.9316,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93139356635965 40.85952471246387),1,Manhattan,112,10,71,31,13,MN01117AB,BETWEEN W 196TH & BENNETT,40.859533,-73.931395,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90199857471279 40.87269170848589),2,Bronx,208,14,78,33,13,BX03267AB,BETWEEN W 197 ST & W 229 ST,40.8727,-73.902,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99127855483887 40.73939173762265),1,Manhattan,105,3,75,28,12,MN0697AB,BETWEEN W 20 ST & W 19 ST,40.7394,-73.99128,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9234985683494 40.86699171051736),1,Manhattan,112,10,72,31,13,MN0328AB,BETWEEN W 204TH & ACADEMY,40.867,-73.9235,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92187156906877 40.86756871018017),1,Manhattan,112,10,72,31,13,MN0327AB,BETWEEN W 207TH & W 204TH,40.867577,-73.921873,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91763657006548 40.86899371032676),1,Manhattan,112,10,72,31,13,MN01313AB,BETWEEN W 214TH & W 213TH,40.869002,-73.917638,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9162445708743 40.86972970999448),1,Manhattan,112,10,72,31,13,MN0325AB,BETWEEN W 215TH & W 214TH,40.869738,-73.916246,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91433857147064 40.87085170943147),1,Manhattan,112,10,72,31,13,MN01122AB,BETWEEN W 216TH & W 218TH,40.87086,-73.91434,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91469857167012 40.87099170945195),1,Manhattan,112,10,72,31,13,MN0324AB,BETWEEN W 218TH & W 216TH,40.871,-73.9147,Inwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98859856579685 40.576091769869585),3,Brooklyn,313,47,46,23,8,BR0547AB,BETWEEN W 22 ST & W 21 ST,40.5761,-73.9886,Coney Island-Sea Gate,AE,,1
POINT (-73.91304157114381 40.872187709309515),1,Manhattan,112,10,72,31,13,MN01320AB,BETWEEN W 220TH & W 219TH,40.872196,-73.913043,Inwood Hill Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90919657275265 40.87477870827336),1,Manhattan,208,10,72,31,13,BX0009AB,BETWEEN W 225 ST & W 226 ST,40.874787,-73.909198,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9066985734976 40.876491707880184),2,Bronx,208,14,81,33,13,BX03271AB,BETWEEN W 226 ST & EXTER WEST,40.8765,-73.9067,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.98989755549489 40.74130473701444),1,Manhattan,105,3,75,28,12,MN0698AB,BETWEEN W 23 ST & W 22 ST,40.741313,-73.989899,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0038885502083 40.74786173678901),1,Manhattan,104,3,75,27,10,MN01136AB,BETWEEN W 23 ST & W 24 ST,40.74787,-74.00389,Chelsea-Hudson Yards,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.9093985723817 40.881191707085),2,Bronx,208,11,81,34,16,BX03377AB,BETWEEN W 230 ST & W 231 ST,40.8812,-73.9094,Kingsbridge-Marble Hill,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91516956978705 40.88441270674569),2,Bronx,208,11,81,34,16,BX0002AB,BETWEEN W 232 ST & W 231 ST,40.884421,-73.915171,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90712057282109 40.886279705872404),2,Bronx,208,11,81,34,16,BX03247AB,BETWEEN W 236 ST & W 236 ST,40.886288,-73.907122,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90689857212065 40.88689170640262),2,Bronx,208,11,81,34,16,BX03178AB,BETWEEN W 236 ST & W 238 ST,40.8869,-73.9069,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89839857557416 40.88389170625867),2,Bronx,208,11,81,33,13,BX03375AB,BETWEEN W 238 ST & 239 ST,40.8839,-73.8984,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90759857296351 40.8879917057286),2,Bronx,208,11,81,34,16,BX03177AB,BETWEEN W 238 ST & W 238 ST,40.888,-73.9076,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98979856476024 40.57379177047147),3,Brooklyn,313,47,46,23,8,BR0530AB,BETWEEN W 24 ST & W 23 ST,40.5738,-73.9898,Coney Island-Sea Gate,AE,,1
POINT (-73.90789957161238 40.893924705168956),2,Bronx,208,11,81,34,16,BX03123AB,BETWEEN W 246 ST & W 250 ST,40.893933,-73.907901,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99129856444735 40.57339177012971),3,Brooklyn,313,47,46,23,8,BR02356AB,BETWEEN W 25 ST & W 24 ST,40.5734,-73.9913,Coney Island-Sea Gate,AE,,1
POINT (-74.00291354988147 40.74920173675086),1,Manhattan,104,3,75,27,10,MN0255AB,BETWEEN W 25 ST & W 26 ST,40.74921,-74.002915,Chelsea-Hudson Yards,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.90509357190894 40.904054703102034),2,Bronx,208,11,81,34,16,BX0381AB,BETWEEN W 256 ST & W 254 ST,40.904063,-73.905095,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90617757143227 40.9018087035056),2,Bronx,208,11,81,34,16,BX03288AB,BETWEEN W 256 ST & W 254 ST,40.901817,-73.906179,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98851855545267 40.743151736699105),1,Manhattan,105,2,75,28,12,MN01182AB,BETWEEN W 26 ST & W 25 ST,40.74316,-73.98852,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89669857477416 40.90709170194163),2,Bronx,208,11,81,34,16,BX0397AB,BETWEEN W 260 ST & W 259 ST,40.9071,-73.8967,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89669857480253 40.90969170164046),2,Bronx,208,11,81,34,16,BX03050AB,BETWEEN W 262 ST & W 261 ST,40.9097,-73.8967,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90324257237272 40.91021770107475),2,Bronx,208,11,81,34,16,BX03246AB,BETWEEN W 263 ST & W 261 ST,40.910226,-73.903244,Riverdale-Spuyten Duyvil,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9880475555704 40.74384873688467),1,Manhattan,105,2,75,28,12,MNBX562AB,BETWEEN W 27 ST & W 26 ST,40.743857,-73.988049,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
